budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year,Column1,Name2,tweets analyzed,movieTermCount,total retweets,positive percentage,positive retweets,negative percentage,negative retweets,neutral tweet percentage,P_N,P_N_N,P_Nratio,PandN/Nratio
40000000,Twentieth Century Fox Film Corporation,USA,John Whitesell,Comedy,70165972,Big Momma's House 2,PG-13,38744,99,4.6,Martin Lawrence,34616,Don Rhymer,2006,4566,Big Momma's House 2,7,6,0,0,0,57.14285714,0,42.85714286,0,0,0,0.75
10000000,Stratus Film Co.,Ireland,Richard Shepard,Comedy,12594698,The Matador,R,38744,96,6.8,Pierce Brosnan,41498,Richard Shepard,2005,4388,The Matador,8,1,2,50,0,12.5,0,37.5,1,2,4,7
25000000,Universal Pictures,USA,Kirk Jones,Comedy,47144110,Nanny McPhee,PG,38744,97,6.6,Emma Thompson,55077,Emma Thompson,2005,4224,Nanny McPhee,31,14,0,19.35483871,0,6.451612903,0,74.19354839,1,1,3,14.5
0,ROMP,India,Rakeysh Omprakash Mehra,Comedy,2197331,Rang De Basanti,NOT RATED,38743,157,8.3,Aamir Khan,84309,Renzil D'Silva,2006,4512,Rang De Basanti,43,8,12,41.86046512,5,18.60465116,5,39.53488372,1,2,2.250000001,4.375000001
50000000,Screen Gems,USA,Len Wiseman,Action,62318875,Underworld: Evolution,R,38737,106,6.7,Kate Beckinsale,169745,Danny McBride,2006,4483,Underworld: Evolution,7,2,7,71.42857143,7,0,0,28.57142857,1,2,0,0
45000000,Last Holiday Productions,USA,Wayne Wang,Comedy,38360195,Last Holiday,PG-13,38730,112,6.4,Queen Latifah,23013,Jeffrey Price,2006,4597,Last Holiday,29,2,7,44.82758621,4,20.68965517,2,34.48275862,1,2,2.166666667,3.833333334
0,Walt Disney Pictures,USA,James Gartner,Biography,42643187,Glory Road,PG,38730,118,7.2,Josh Lucas,37118,Christopher Cleveland,2006,4553,Glory Road,40,4,12,60,4,17.5,7,22.5,1,2,3.428571429,4.714285714
0,Twentieth Century Fox Film Corporation,USA,Kevin Reynolds,Drama,14732623,Tristan + Isolde,PG-13,38730,100,6.9,James Franco,46906,Dean Georgaris,2006,4522,Tristan + Isolde,6,2,0,83.33333333,0,16.66666667,0,0,1,2,4.999999999,4.999999999
17500000,The Weinstein Company,USA,Cory Edwards,Animation,51386611,Hoodwinked!,PG,38730,80,6.5,Anne Hathaway,48853,Cory Edwards,2005,4275,Hoodwinked!,47,2,10,38.29787234,7,17.0212766,1,44.68085106,1,1,2.249999999,4.874999999
14000000,Focus Features,USA,Ang Lee,Drama,83043761,Brokeback Mountain,R,38730,134,7.7,Jake Gyllenhaal,276758,Annie Proulx,2005,4190,Brokeback Mountain,49,10,3,55.10204082,2,14.28571429,0,30.6122449,1,2,3.857142856,5.999999999
0,Twentieth Century Fox Film Corporation,USA,Nicholaus Goossen,Comedy,6088249,Grandma's Boy,R,38723,94,7,Allen Covert,70595,Barry Wernick,2006,4441,Grandma's Boy,45,9,5,35.55555556,2,15.55555556,1,48.88888889,1,1,2.285714285,5.428571427
0,Pathé Pictures International,Ireland,Neil Jordan,Comedy,828699,Breakfast on Pluto,R,38723,128,7.3,Cillian Murphy,18406,Neil Jordan,2005,4362,Breakfast on Pluto,15,11,5,66.66666667,2,6.666666667,0,26.66666667,1,2,10,14
25000000,Boll Kino Beteiligungs GmbH & Co. KG,Germany,Uwe Boll,Action,2405420,BloodRayne,R,38723,95,2.9,Kristanna Loken,31478,Guinevere Turner,2005,4330,BloodRayne,12,5,8,16.66666667,0,16.66666667,6,66.66666667,0,1,1,4.999999999
0,New Regency Pictures,USA,Mark Levin,Comedy,384924,Little Manhattan,PG,38722,84,7.6,Josh Hutcherson,19906,Jennifer Flackett,2005,4365,Little Manhattan,16,6,0,62.5,0,0,0,37.5,1,2,0,0
45000000,Universal Pictures,USA,Susan Stroman,Comedy,19377727,The Producers,PG-13,38711,134,6.4,Nathan Lane,36654,Mel Brooks,2005,4268,The Producers,20,4,3,45,2,15,1,40,1,2,3,5.666666667
1000000,"Australian Film Finance Corporation, The",Australia,Greg McLean,Horror,16188180,Wolf Creek,R,38711,99,6.3,Nathan Phillips,59341,Greg McLean,2005,4255,Wolf Creek,22,5,0,36.36363636,0,9.090909091,0,54.54545455,1,1,4,10
0,Conundrum Entertainment,USA,Barry W. Blaustein,Comedy,35424335,The Ringer,PG-13,38709,94,5.8,Johnny Knoxville,32291,Ricky Blitt,2005,4295,The Ringer,23,1,35,43.47826087,31,17.39130435,0,39.13043478,1,2,2.5,4.749999999
85000000,Columbia Pictures Corporation,USA,Rob Marshall,Drama,57490508,Memoirs of a Geisha,PG-13,38709,145,7.4,Ziyi Zhang,124833,Robin Swicord,2005,4230,Memoirs of a Geisha,26,14,6,65.38461538,0,0,0,34.61538462,1,2,0,0
0,EuropaCorp,France,Luc Besson,Comedy,202200,Angel-A,R,38707,91,7.1,Rie Rasmussen,27839,Luc Besson,2005,4353,Angel-A,8,5,0,25,0,0,0,75,1,1,0,0
100000000,Columbia Pictures Corporation,USA,Dean Parisot,Comedy,110332737,Fun with Dick and Jane,PG-13,38707,90,6.1,Jim Carrey,117210,Judd Apatow,2005,4299,Fun with Dick and Jane,23,13,15,43.47826087,1,0,0,56.52173913,1,1,0,0
60000000,Twentieth Century Fox Film Corporation,USA,Adam Shankman,Adventure,82571173,Cheaper by the Dozen 2,PG,38707,94,5.5,Steve Martin,46237,Sam Harper,2005,4234,Cheaper by the Dozen 2,22,18,0,68.18181818,0,4.545454545,0,27.27272727,1,2,15,21
1500000,Samuel Goldwyn Films,USA,Noah Baumbach,Comedy,7362100,The Squid and the Whale,R,38702,81,7.4,Owen Kline,64252,Noah Baumbach,2005,4208,The Squid and the Whale,30,18,8,56.66666667,4,16.66666667,0,26.66666667,1,2,3.4,4.999999999
207000000,Universal Pictures,New Zealand,Peter Jackson,Action,218080025,King Kong,PG-13,38700,187,7.2,Naomi Watts,340976,Fran Walsh,2005,4204,King Kong,54,2,11,59.25925926,5,20.37037037,4,20.37037037,1,2,2.909090909,3.909090909
180000000,Walt Disney Pictures,USA,Andrew Adamson,Adventure,291709845,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",PG,38695,143,6.9,Tilda Swinton,310549,Ann Peacock,2005,4192,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",31,18,11,45.16129032,11,9.677419355,0,45.16129032,1,0,4.666666666,9.333333333
0,Baker Street,USA,Lexi Alexander,Crime,344095,Green Street Hooligans,R,38681,109,7.5,Elijah Wood,125881,Lexi Alexander,2005,4214,Green Street Hooligans,40,20,7,47.5,0,7.5,3,45,1,2,6.333333333,12.33333333
45000000,Paramount Pictures,USA,Raja Gosnell,Comedy,53412862,"Yours, Mine & Ours",PG,38679,88,5.4,Dennis Quaid,23229,Ron Burch,2005,4278,"Yours, Mine & Ours",20,6,3,55,1,20,2,25,1,2,2.75,4
28000000,Focus Features,France,Joe Wright,Drama,38405088,Pride & Prejudice,PG,38679,129,7.8,Keira Knightley,209548,Jane Austen,2005,4188,Pride & Prejudice,12,5,2,66.66666667,0,16.66666667,0,16.66666667,1,2,3.999999999,4.999999999
40000000,Rent Productions LLC,USA,Chris Columbus,Drama,29077547,Rent,PG-13,38679,135,7,Taye Diggs,43683,Stephen Chbosky,2005,4181,Rent,24,1,1,50,1,8.333333333,0,41.66666667,1,2,6,11
15000000,Warner Bros.,USA,Shane Black,Comedy,4243756,Kiss Kiss Bang Bang,R,38674,103,7.6,Robert Downey Jr.,188313,Brett Halliday,2005,4237,Kiss Kiss Bang Bang,35,4,11,60,8,14.28571429,0,25.71428571,1,2,4.199999999,5.999999998
28000000,Fox 2000 Pictures,USA,James Mangold,Biography,119519402,Walk the Line,PG-13,38674,136,7.9,Joaquin Phoenix,198923,Johnny Cash,2005,4200,Walk the Line,36,3,5,69.44444444,3,2.777777778,0,27.77777778,1,2,25,35
150000000,Warner Bros.,UK,Mike Newell,Adventure,290013036,Harry Potter and the Goblet of Fire,PG-13,38674,157,7.7,Daniel Radcliffe,429209,Steve Kloves,2005,4183,Harry Potter and the Goblet of Fire,54,7,13,42.59259259,7,14.81481481,2,42.59259259,1,0,2.875000001,5.750000002
22000000,Di Bonaventura Pictures,USA,Mikael Håfström,Crime,36024076,Derailed,R,38667,108,6.6,Clive Owen,65085,Stuart Beattie,2005,4258,Derailed,18,1,5,44.44444444,3,11.11111111,1,44.44444444,1,0,4,8
65000000,Columbia Pictures Corporation,USA,Jon Favreau,Action,29258869,Zathura: A Space Adventure,PG,38667,101,6.1,Josh Hutcherson,74238,Chris Van Allsburg,2005,4223,Zathura: A Space Adventure,9,5,0,55.55555556,0,0,0,44.44444444,1,2,0,0
40000000,Cent Productions Inc.,USA,Jim Sheridan,Biography,30981850,Get Rich or Die Tryin',R,38665,117,5.1,50 Cent,38564,Terence Winter,2005,4292,Get Rich or Die Tryin',21,2,5,66.66666667,3,4.761904762,0,28.57142857,1,2,14,20
150000000,Walt Disney Pictures,USA,Mark Dindal,Animation,135386665,Chicken Little,G,38660,81,5.8,Zach Braff,70253,Mark Dindal,2005,4256,Chicken Little,65,2,13,41.53846154,2,33.84615385,9,24.61538462,1,2,1.227272727,1.954545455
72000000,Universal Pictures,USA,Sam Mendes,Action,62658220,Jarhead,R,38660,125,7,Jake Gyllenhaal,152251,William Broyles Jr.,2005,4216,Jarhead,37,2,39,32.43243243,1,10.81081081,4,56.75675676,1,1,3,8.250000001
22000000,Paramount Pictures,USA,Gore Verbinski,Comedy,12482775,The Weather Man,R,38653,102,6.6,Nicolas Cage,71722,Steve Conrad,2005,4355,The Weather Man,8,1,1,0,0,25,1,75,0,1,0,3
0,Prime Film Productions LLC,USA,Ben Younger,Comedy,22827153,Prime,PG-13,38653,105,6.2,Uma Thurman,36623,Ben Younger,2005,4312,Prime,18,1,8,22.22222222,0,0,0,77.77777778,1,1,0,0
4000000,Twisted Pictures,USA,Darren Lynn Bousman,Horror,87039965,Saw II,R,38653,93,6.6,Donnie Wahlberg,201006,Leigh Whannell,2005,4207,Saw II,38,4,2,44.73684211,2,42.10526316,0,13.15789474,1,2,1.0625,1.375
50000000,Regency Enterprises,USA,Marc Forster,Drama,3626883,Stay,R,38646,99,6.9,Ewan McGregor,65389,David Benioff,2005,4274,Stay,18,1,1,44.44444444,0,0,0,55.55555556,1,1,0,0
60000000,John Wells Productions,UK,Andrzej Bartkowiak,Action,28031250,Doom,R,38646,105,5.2,Karl Urban,92480,Dave Callaham,2005,4261,Doom,33,2,7,30.3030303,0,9.090909091,1,60.60606061,1,1,3.333333333,10
7000000,Warner Independent Pictures (WIP),USA,Liev Schreiber,Comedy,1705595,Everything Is Illuminated,PG-13,38639,106,7.5,Elijah Wood,52683,Jonathan Safran Foer,2005,4349,Everything Is Illuminated,11,9,0,36.36363636,0,9.090909091,0,54.54545455,1,1,4,10
57000000,Paramount Pictures,USA,Cameron Crowe,Comedy,26838389,Elizabethtown,PG-13,38639,123,6.4,Orlando Bloom,61111,Cameron Crowe,2005,4300,Elizabethtown,40,5,5,47.5,3,20,2,32.5,1,2,2.375,4
18000000,Revolution Studios,USA,Rupert Wainwright,Horror,29511112,The Fog,PG-13,38639,100,3.6,Tom Welling,30834,Cooper Layne,2005,4296,The Fog,38,2,15,50,2,31.57894737,1,18.42105263,1,2,1.583333333,2.166666667
4000000,Bob Yari Productions,USA,Mike Mills,Comedy,1325073,Thumbsucker,R,38632,96,6.6,Lou Taylor Pucci,19354,Walter Kirn,2005,4358,Thumbsucker,7,1,1,14.28571429,0,42.85714286,1,42.85714286,0,0,0.333333333,1.333333333
30000000,Aardman Animations,UK,Steve Box,Animation,56110897,The Curse of the Were-Rabbit,G,38632,85,7.5,Peter Sallis,105471,Steve Box,2005,4307,The Curse of the Were-Rabbit,18,9,54,61.11111111,54,5.555555556,0,33.33333333,1,2,11,17
0,Fairway Films,USA,Bill Paxton,Drama,15331289,The Greatest Game Ever Played,PG,38625,120,7.5,Shia LaBeouf,23793,Mark Frost,2005,4321,The Greatest Game Ever Played,17,1,1,100,1,0,0,0,1,2,0,0
0,R.P. Productions,Czech Republic,Roman Polanski,Crime,1987287,Oliver Twist,PG-13,38625,130,6.9,Barney Clark,27113,Charles Dickens,2005,4303,Oliver Twist,14,3,2,42.85714286,2,7.142857143,0,50,1,1,6,13
32000000,New Line Cinema,USA,David Cronenberg,Crime,31493782,A History of Violence,R,38625,96,7.5,Viggo Mortensen,198947,John Wagner,2005,4220,A History of Violence,13,5,4,69.23076923,2,15.38461538,2,15.38461538,1,2,4.500000001,5.500000001
0,MMG Film & TV Production,Belgium,Erik Van Looy,Action,332015,The Memory of a Killer,R,38621,123,7.4,Koen De Bouw,8593,Jef Geeraerts,2003,3960,The Memory of a Killer,5,3,0,40,0,40,0,20,0,0,1,1.5
0,State Street Pictures,USA,Malcolm D. Lee,Comedy,17378977,Roll Bounce,PG-13,38618,112,6,Shad Moss,5848,Norman Vance Jr.,2005,4387,Roll Bounce,63,3,15,71.42857143,10,7.936507937,3,20.63492063,1,2,9,11.6
55000000,Touchstone Pictures,USA,Robert Schwentke,Drama,89707299,Flightplan,PG-13,38618,98,6.2,Jodie Foster,134241,Peter A. Dowling,2005,4229,Flightplan,23,7,13,43.47826087,7,4.347826087,0,52.17391304,1,1,10,22
40000000,Warner Bros.,USA,Tim Burton,Animation,53359111,Corpse Bride,PG,38618,77,7.4,Johnny Depp,205383,Tim Burton,2005,4210,Corpse Bride,60,11,10,55,5,10,0,35,1,2,5.5,9
500000,Mandragora,Romania,Cristi Puiu,Drama,79943,The Death of Mr. Lazarescu,R,38617,153,8,Doru Ana,11161,Cristi Puiu,2005,4400,The Death of Mr. Lazarescu,6,3,0,83.33333333,0,0,0,16.66666667,1,2,0,0
0,Dimension Films,USA,Jim Gillespie,Horror,881745,Venom,R,38611,87,4.7,Agnes Bruckner,8454,Flint Dille,2005,4352,Venom,9,3,1,22.22222222,0,33.33333333,1,44.44444444,0,1,0.666666667,2
1000000,Rogue Pictures,USA,Jeff Wadlow,Drama,10047674,Cry_Wolf,PG-13,38611,90,5.9,Julian Morris,23845,Jeff Wadlow,2005,4338,Cry_Wolf,14,1,0,57.14285714,0,21.42857143,0,21.42857143,1,2,2.666666666,3.666666666
30000000,Miramax,USA,Lasse Hallström,Adventure,8586392,An Unfinished Life,PG-13,38611,108,7,Jennifer Lopez,25594,Mark Spragg,2005,4313,An Unfinished Life,5,3,0,80,0,20,0,0,1,2,4,4
50000000,Entertainment Manufacturing Company,USA,Andrew Niccol,Crime,24149632,Lord of War,R,38611,122,7.6,Nicolas Cage,261701,Andrew Niccol,2005,4227,Lord of War,34,1,0,64.70588235,0,20.58823529,0,14.70588235,1,2,3.142857143,3.857142858
0,Paramount Classics,UK,David Mackenzie,Drama,374903,Asylum,R,38604,99,6.1,Natasha Richardson,4365,Patrick McGrath,2005,4382,Asylum,16,1,13,37.5,2,25,11,37.5,1,0,1.5,3
20000000,Screen Gems,USA,Scott Derrickson,Drama,75072454,The Exorcism of Emily Rose,PG-13,38604,119,6.7,Laura Linney,103356,Paul Harris Boardman,2005,4231,The Exorcism of Emily Rose,13,12,0,30.76923077,0,0,0,69.23076923,1,1,0,0
80000000,Franchise Pictures,Czech Republic,Peter Hyams,Action,1891821,A Sound of Thunder,PG-13,38597,102,4.2,Edward Burns,17129,Ray Bradbury,2005,4360,A Sound of Thunder,8,1,0,25,0,25,0,50,0,1,1,3
32000000,EuropaCorp,France,Louis Leterrier,Action,43095600,Transporter 2,PG-13,38597,87,6.3,Jason Statham,167685,Luc Besson,2005,4264,Transporter 2,7,1,2,42.85714286,0,0,0,57.14285714,1,1,0,0
0,Focus Features,UK,Fernando Meirelles,Drama,33579797,The Constant Gardener,R,38595,129,7.5,Ralph Fiennes,117703,Jeffrey Caine,2005,4266,The Constant Gardener,26,18,14,46.15384615,12,7.692307692,2,46.15384615,1,0,6,12
30000000,Screen Gems,USA,Bruce Hunt,Adventure,15007991,The Cave,PG-13,38590,97,5.1,Piper Perabo,30287,Michael Steinberg,2005,4293,The Cave,29,3,3,48.27586207,3,31.03448276,0,20.68965517,1,2,1.555555556,2.222222222
88000000,Dimension Films,USA,Terry Gilliam,Adventure,37916267,The Brothers Grimm,PG-13,38590,118,5.9,Matt Damon,103728,Ehren Kruger,2005,4239,The Brothers Grimm,12,2,0,66.66666667,0,0,0,33.33333333,1,2,0,0
26000000,Universal Pictures,USA,Judd Apatow,Comedy,109449237,The 40-Year-Old Virgin,R,38583,116,7.1,Steve Carell,334507,Judd Apatow,2005,4205,The 40-Year-Old Virgin,47,19,14,76.59574468,10,12.76595745,0,10.63829787,1,2,5.999999998,6.833333331
80000000,Miramax,USA,John Dahl,Action,10166502,The Great Raid,R,38576,132,6.7,Benjamin Bratt,19340,William B. Breuer,2005,4336,The Great Raid,14,1,0,35.71428571,0,28.57142857,0,35.71428571,1,0,1.25,2.5
22000000,Columbia Pictures Corporation,USA,Mike Bigelow,Comedy,22264487,Deuce Bigalow: European Gigolo,R,38576,83,4.6,Rob Schneider,43334,Harris Goldberg,2005,4304,Deuce Bigalow: European Gigolo,5,4,0,40,0,40,0,20,0,0,1,1.5
45000000,Paramount Pictures,USA,John Singleton,Action,74494381,Four Brothers,R,38576,109,6.9,Mark Wahlberg,117043,David Elliot,2005,4235,Four Brothers,32,3,5,43.75,3,18.75,1,37.5,1,2,2.333333333,4.333333333
50000000,Warner Bros.,USA,Jay Chandrasekhar,Action,80270227,The Dukes of Hazzard,PG-13,38569,104,5.1,Seann William Scott,68938,John O'Brien,2005,4226,The Dukes of Hazzard,12,3,5,16.66666667,0,33.33333333,0,50,0,1,0.5,2
0,Lions Gate Films,USA,Don Roos,Comedy,1311633,Happy Endings,R,38562,128,6.5,Lisa Kudrow,8394,Don Roos,2005,4359,Happy Endings,56,3,10,48.21428571,3,19.64285714,0,32.14285714,1,2,2.454545455,4.090909091
135000000,Columbia Pictures Corporation,USA,Rob Cohen,Action,32116746,Stealth,PG-13,38562,121,5,Josh Lucas,47130,W.D. Richter,2005,4320,Stealth,35,1,15,42.85714286,8,11.42857143,1,45.71428571,1,1,3.75,7.749999999
0,CJ Capital Investment,South Korea,Chan-wook Park,Crime,211667,Lady Vengeance,R,38562,115,7.6,Yeong-ae Lee,58692,Seo-kyeong Jeong,2005,4280,Lady Vengeance,17,9,3,58.82352941,1,11.76470588,0,29.41176471,1,2,5.000000001,7.500000002
35000000,Walt Disney Pictures,USA,Mike Mitchell,Adventure,63946815,Sky High,PG,38562,100,6.2,Kurt Russell,66438,Paul Hernandez,2005,4211,Sky High,11,1,0,45.45454545,0,9.090909091,0,45.45454545,1,0,4.999999999,9.999999999
30000000,Paramount Pictures,USA,Richard Linklater,Comedy,32868349,Bad News Bears,PG-13,38555,113,5.8,Billy Bob Thornton,18270,Bill Lancaster,2005,4340,Bad News Bears,64,5,14,75,3,14.0625,0,10.9375,1,2,5.333333333,6.111111111
8000000,Crunk Pictures,USA,Craig Brewer,Crime,22201636,Hustle & Flow,R,38555,116,7.4,Terrence Howard,34921,Craig Brewer,2005,4302,Hustle & Flow,45,5,28,48.88888889,2,15.55555556,25,35.55555556,1,2,3.142857142,5.428571427
7000000,Lions Gate Films,USA,Rob Zombie,Crime,17044981,The Devil's Rejects,R,38555,107,6.9,Sid Haig,80744,Rob Zombie,2005,4209,The Devil's Rejects,20,7,45,55,1,20,0,25,1,2,2.75,4
40000000,New Line Cinema,USA,David Dobkin,Comedy,209218368,Wedding Crashers,R,38548,119,7,Owen Wilson,295346,Steve Faber,2005,4191,Wedding Crashers,58,7,2,56.89655172,2,10.34482759,0,32.75862069,1,2,5.499999998,8.666666663
150000000,Warner Bros.,USA,Tim Burton,Adventure,206459076,Charlie and the Chocolate Factory,PG,38548,115,6.7,Johnny Depp,350762,Roald Dahl,2005,4182,Charlie and the Chocolate Factory,29,5,6,37.93103448,2,20.68965517,2,41.37931034,1,1,1.833333333,3.833333333
30000000,Touchstone Pictures,USA,Walter Salles,Drama,25473352,Dark Water,PG-13,38541,105,5.6,Jennifer Connelly,53073,Kôji Suzuki,2005,4291,Dark Water,19,2,7,31.57894737,0,31.57894737,3,36.84210526,0,1,1,2.166666667
100000000,Twentieth Century Fox Film Corporation,USA,Tim Story,Action,154696080,Fantastic Four,PG-13,38541,106,5.7,Ioan Gruffudd,280250,Mark Frost,2005,4221,Fantastic Four,7,7,0,85.71428571,0,0,0,14.28571429,1,2,0,0
0,Apocalypso Pictures,UK,Pawel Pawlikowski,Drama,992238,My Summer of Love,R,38534,86,6.8,Natalie Press,17239,Helen Cross,2004,4099,My Summer of Love,14,3,3,57.14285714,0,7.142857143,0,35.71428571,1,2,7.999999999,13
132000000,Paramount Pictures,USA,Steven Spielberg,Adventure,234280354,War of the Worlds,PG-13,38532,116,6.5,Tom Cruise,357995,Josh Friedman,2005,4197,War of the Worlds,50,6,10,54,9,24,0,22,1,2,2.25,3.166666667
85000000,Columbia Pictures Corporation,USA,Nora Ephron,Comedy,62252415,Bewitched,PG-13,38527,102,4.8,Nicole Kidman,61436,Nora Ephron,2005,4305,Bewitched,8,1,3,12.5,2,0,0,87.5,1,1,0,0
0,Antidote Films (I),USA,Gregg Araki,Drama,697181,Mysterious Skin,UNRATED,38527,105,7.7,Brady Corbet,59675,Gregg Araki,2004,4059,Mysterious Skin,9,6,0,55.55555556,0,22.22222222,0,22.22222222,1,2,2.5,3.5
50000000,Walt Disney Pictures,USA,Angela Robinson,Adventure,66023816,Herbie Fully Loaded,G,38525,101,4.8,Lindsay Lohan,38998,Thomas Lennon,2005,4251,Herbie Fully Loaded,27,11,10,37.03703704,2,33.33333333,2,29.62962963,1,2,1.111111111,2
24000000,Buena Vista Home Entertainment,Japan,Hayao Miyazaki,Animation,4711096,Howl's Moving Castle,PG,38520,119,8.2,Chieko Baishô,242412,Hayao Miyazaki,2004,3991,Howl's Moving Castle,19,7,0,52.63157895,0,5.263157895,0,42.10526316,1,2,10,18
150000000,Warner Bros.,USA,Christopher Nolan,Action,206852432,Batman Begins,PG-13,38518,152,8.3,Christian Bale,1075968,Bob Kane,2005,4184,Batman Begins,89,43,3,12.35955056,0,74.15730337,2,13.48314607,0,0,0.166666667,0.348484848
120000000,Regency Enterprises,USA,Doug Liman,Action,186336279,Mr. & Mrs. Smith,PG-13,38513,120,6.5,Brad Pitt,379073,Simon Kinberg,2005,4206,Mr. & Mrs. Smith,34,1,14,55.88235294,3,2.941176471,1,41.17647059,1,2,19,33
25000000,Columbia Pictures Corporation,USA,Catherine Hardwicke,Biography,11008432,Lords of Dogtown,PG-13,38506,107,7.1,Heath Ledger,46416,Stacy Peralta,2005,4257,Lords of Dogtown,30,16,9,40,9,13.33333333,0,46.66666667,1,1,3.000000001,6.500000002
88000000,Universal Pictures,USA,Ron Howard,Biography,61649911,Cinderella Man,PG-13,38506,144,8,Russell Crowe,156991,Cliff Hollingsworth,2005,4215,Cinderella Man,54,9,3,55.55555556,0,11.11111111,0,33.33333333,1,2,5.000000001,8.000000001
0,Sony Pictures Classics,UK,Matthew Vaughn,Crime,2338695,Layer Cake,R,38506,105,7.4,Daniel Craig,142359,J.J. Connolly,2004,3986,Layer Cake,25,4,3,48,3,16,0,36,1,2,3,5.25
25000000,Alcon Entertainment,USA,Ken Kwapis,Comedy,39008741,The Sisterhood of the Traveling Pants,PG,38504,119,6.5,Amber Tamblyn,47742,Ann Brashares,2005,4241,The Sisterhood of the Traveling Pants,25,4,2,52,2,8,0,40,1,2,6.5,11.5
75000000,DreamWorks Animation,USA,Eric Darnell,Animation,193595521,Madagascar,PG,38499,86,6.9,Chris Rock,294387,Mark Burton,2005,4225,Madagascar,33,1,4,30.3030303,0,6.060606061,0,63.63636364,1,1,4.999999999,15.5
0,True West Films,UK,Michael Dowse,Biography,120620,It's All Gone Pete Tong,R,38499,90,7.4,Paul Kaye,17570,Michael Dowse,2004,4146,It's All Gone Pete Tong,29,3,0,34.48275862,0,3.448275862,0,62.06896552,1,1,10,28
113000000,Lucasfilm,USA,George Lucas,Action,380262555,Star Wars: Episode III - Revenge of the Sith,PG-13,38491,140,7.6,Hayden Christensen,570398,George Lucas,2005,4196,Star Wars: Episode III - Revenge of the Sith,18,7,7,38.88888889,1,11.11111111,0,50,1,1,3.5,8.000000001
45000000,Universal Pictures,USA,Jesse Dylan,Comedy,52580895,Kicking & Screaming,PG,38485,95,5.6,Will Ferrell,31788,Leo Benvenuti,2005,4322,Kicking & Screaming,25,1,3,56,1,16,1,28,1,2,3.5,5.25
6500000,Bob Yari Productions,USA,Paul Haggis,Crime,54580300,Crash,R,38478,112,7.8,Don Cheadle,379156,Paul Haggis,2004,3980,Crash,18,3,2,33.33333333,2,16.66666667,0,50,1,1,1.999999999,4.999999999
60000000,Columbia Pictures Corporation,USA,Lee Tamahori,Action,26873932,xXx: State of the Union,PG-13,38471,101,4.4,Ice Cube,58727,Rich Wilkes,2005,4242,xXx: State of the Union,12,8,0,0,0,8.333333333,0,91.66666667,0,1,0,11
