Budget,Genre,Gross,Name,Negative Percentage,Negative Retweets,Neutral Tweets,Positive Percentage,Positive Retweets,Runtime,Score,Tweets Analyzed,Votes,Year,SentClass2,SentClass3,SentRatio
0,Comedy,5998971,"Run, Fatboy, Run",26.08695652,8,32.60869565,41.30434783,1442,100,6.6,46,60897,2007,1,2,1.583333334
60000000,Comedy,95673607,Norbit,7.142857143,54845,78.57142857,14.28571429,7,100,4,84,56668,2007,0,1,2.000000001
20000000,Comedy,13349251,The Comebacks,23.80952381,121,35.71428571,40.47619048,1773,107,4.2,42,10302,2007,1,2,1.7
22000000,Comedy,25628629,Mr. Woodcock,12,12,40,48,7,100,5.2,50,32229,2007,1,2,4
0,Comedy,32844290,Balls of Fury,19.76744186,3,45.34883721,34.88372093,6,90,5.3,86,37238,2007,0,1,1.764705882
35000000,Comedy,43799818,License to Wed,15.38461538,82,34.61538462,50,34,91,5.3,26,33769,2007,1,2,3.250000001
0,Comedy,42674040,Because I Said So,28.40909091,184,28.40909091,43.18181818,31481,100,5.6,88,33901,2007,1,2,1.52
15000000,Comedy,55184721,Why Did I Get Married?,6.666666667,1,3.333333333,90,104,100,5.7,60,10288,2007,1,2,13.5
85000000,Comedy,120059556,I Now Pronounce You Chuck & Larry,10,0,60,30,0,115,6,30,126092,2007,0,1,3
13000000,Comedy,49121934,This Christmas,22.66666667,48,38.66666667,38.66666667,141787,100,6.2,75,7027,2007,0,0,1.705882353
20000000,Comedy,25925170,The Nanny Diaries,33.33333333,0,66.66666667,0,0,106,6.2,3,51024,2007,0,1,0
61000000,Comedy,118594548,Blades of Glory,4.597701149,0,51.72413793,43.67816092,22,100,6.3,87,137537,2007,0,1,9.500000001
16500000,Comedy,11892415,Sydney White,30,19339,36,34,15,108,6.3,100,40178,2007,0,1,1.133333333
40000000,Comedy,50572589,Music and Lyrics,10.52631579,162,23.68421053,65.78947368,3223,95,6.5,76,86258,2007,1,2,6.249999999
10000000,Comedy,11043445,In the Land of Women,15.55555556,5,40,44.44444444,617,97,6.5,45,28844,2007,1,2,2.857142856
0,Comedy,13920741,Hot Rod,2.040816327,0,14.28571429,83.67346939,1199,100,6.7,49,64550,2007,1,2,40.99999999
25000000,Comedy,47642963,Dan in Real Life,9.782608696,1915,19.56521739,70.65217391,14961,98,6.8,92,89881,2007,1,2,7.222222222
0,Comedy,3573870,The Jane Austen Book Club,17.77777778,8,37.77777778,44.44444444,33,106,6.8,45,22821,2007,1,2,2.499999999
1500000,Comedy,19067631,Waitress,17.04545455,1389,53.40909091,29.54545455,4033,108,7,88,39286,2007,0,1,1.733333333
12000000,Comedy,5972884,Lars and the Real Girl,9.473684211,39,3.157894737,87.36842105,33,106,7.4,95,122310,2007,1,2,9.222222221
7500000,Comedy,143495265,Juno,9.090909091,12048,72.72727273,18.18181818,193904,96,7.5,99,439421,2007,0,1,2
62000000,Comedy,32235793,The Love Guru,9.523809524,0,33.33333333,57.14285714,197,87,3.8,21,45014,2008,1,2,6
20000000,Comedy,11169531,Be Kind Rewind,5.882352941,8,8.235294118,85.88235294,107,102,6.4,85,82776,2008,1,2,14.6
0,Comedy,12294036,Miss Pettigrew Lives for a Day,17.14285714,0,31.42857143,51.42857143,4,92,7.1,35,23423,2008,1,2,3.000000001
0,Comedy,31973840,"Definitely, Maybe",17,2,35,48,38,112,7.2,100,135220,2008,1,2,2.823529412
20000000,Comedy,14190901,Disaster Movie,17.39130435,24802,43.47826087,39.13043478,122,87,1.9,69,78142,2008,0,1,2.25
9000000,Comedy,27696,The Hottie & the Nottie,12.5,0,75,12.5,10,91,1.9,16,34253,2008,0,1,1
30000000,Comedy,38233676,Meet the Spartans,23.33333333,4,46.66666667,30,86,86,2.7,60,92856,2008,0,1,1.285714286
0,Comedy,41939392,Meet the Browns,17.24137931,4,55.17241379,27.5862069,327,100,4.1,58,5913,2008,0,1,1.6
0,Comedy,37931869,First Sunday,6.25,294,14.58333333,79.16666667,2207,100,4.3,48,8271,2008,1,2,12.66666667
16500000,Comedy,26902075,The Women,26.58227848,8194,29.11392405,44.30379747,51079,114,4.9,79,17778,2008,1,2,1.666666667
10000000,Comedy,7563670,Over Her Dead Body,25.80645161,7,6.451612903,67.74193548,551,95,5.2,93,22072,2008,1,2,2.625
35000000,Comedy,42436517,"Welcome Home, Roscoe Jenkins",0,0,1.754385965,98.24561404,234,100,5.4,57,11439,2008,1,2,0
25000000,Comedy,48237389,The House Bunny,27.77777778,856,42.22222222,30,23749,97,5.5,90,68405,2008,0,1,1.08
40000000,Comedy,32853640,Drillbit Taylor,13.33333333,6,60,26.66666667,47,110,5.7,30,52554,2008,0,1,2.000000001
22000000,Comedy,20668843,Mad Money,80.8988764,26431,6.741573034,12.35955056,40,104,5.8,89,17753,2008,0,0,0.152777778
40000000,Comedy,46012734,Made of Honor,3.703703704,183,40.74074074,55.55555556,346,101,5.9,54,58284,2008,1,2,15
30000000,Comedy,60269340,Baby Mama,20.83333333,3949,37.5,41.66666667,2826,100,6,72,36032,2008,1,2,2
58000000,Comedy,31199215,Leatherheads,0,0,60,40,0,114,6,25,28721,2008,0,1,0
20000000,Comedy,19780,Wild Child,10.22727273,0,10.22727273,79.54545455,1047,98,6.1,88,40439,2008,1,2,7.777777776
35000000,Comedy,80277646,What Happens in Vegas,16.39344262,19,65.57377049,18.03278689,31,99,6.1,61,149018,2008,0,1,1.1
21000000,Comedy,16284360,Swing Vote,17.0212766,115,46.80851064,36.17021277,144,120,6.1,47,15740,2008,0,1,2.125
15000000,Comedy,6409528,The Rocker,30.58823529,954,40,29.41176471,23179,102,6.2,85,33768,2008,0,1,0.961538462
0,Comedy,44087387,The Sisterhood of the Traveling Pants 2,0,0,45.45454545,54.54545455,2,119,6.2,11,23813,2008,1,2,0
52000000,Comedy,144130063,Mamma Mia!,4.255319149,2,91.4893617,4.255319149,0,108,6.4,47,157292,2008,0,1,1
0,Comedy,237958,Chaos Theory,15.2173913,14,43.47826087,41.30434783,69,87,6.7,92,29075,2008,0,1,2.714285715
9000000,Comedy,31487293,Nick and Norah's Infinite Playlist,18.07228916,4,46.98795181,34.93975904,3,90,6.7,83,78985,2008,0,1,1.933333333
20000000,Comedy,13214030,Ghost Town,17.14285714,16188,44.28571429,38.57142857,940,102,6.7,70,63093,2008,0,1,2.25
70000000,Comedy,97690976,Yes Man,21.73913043,299,40.2173913,38.04347826,323,104,6.8,92,289261,2008,0,1,1.75
5000000,Comedy,4040588,Bottle Shock,24.32432432,584,51.35135135,24.32432432,0,110,6.8,37,13051,2008,0,1,1
18000000,Comedy,14793904,"I Love You, Beth Cooper",9.090909091,808013,9.090909091,81.81818182,2,102,5.3,22,29845,2009,1,2,9
13000000,Comedy,51733921,I Can Do Bad All by Myself,79.45205479,16,4.109589041,16.43835616,14,100,4.2,73,8640,2009,0,0,0.206896552
0,Comedy,90485233,Madea Goes to Jail,58.82352941,10,7.058823529,34.11764706,36,103,4.3,85,10052,2009,0,0,0.58
15000000,Comedy,33860010,All About Steve,37.73584906,4433,33.96226415,28.30188679,52,99,4.8,53,34902,2009,0,0,0.75
58000000,Comedy,29580087,Did You Hear About the Morgans?,0,0,100,0,0,100,4.8,3,31604,2009,0,1,0
60000000,Comedy,109205660,Couples Retreat,15.46391753,2,37.11340206,47.42268041,16,113,5.5,97,87743,2009,1,2,3.066666666
0,Comedy,55250026,Ghosts of Girlfriends Past,66.17647059,238,4.411764706,29.41176471,65,100,5.8,68,71836,2009,0,0,0.444444444
17000000,Comedy,8662318,My Life in Ruins,49.47368421,7074,4.210526316,46.31578947,124,98,5.9,95,16145,2009,0,0,0.936170213
20000000,Comedy,17231291,Fired Up!,31.57894737,1359,26.31578947,42.10526316,3253,90,6.2,19,38879,2009,1,2,1.333333333
60000000,Comedy,40572825,Duplicity,27.27272727,133,31.81818182,40.90909091,1480,125,6.2,66,43170,2009,1,2,1.5
18500000,Comedy,18439082,The Invention of Lying,5,1,52,43,23,100,6.4,100,99595,2009,0,1,8.6
20000000,Comedy,64167069,17 Again,16.21621622,1615,40.54054054,43.24324324,6872,102,6.4,74,155399,2009,1,2,2.666666666
40000000,Comedy,163958031,The Proposal,17.14285714,923,37.14285714,45.71428571,12112,108,6.7,70,247443,2009,1,2,2.666666667
15000000,Comedy,5306447,Whatever Works,21.95121951,644,40.24390244,37.80487805,189,93,7.2,82,62933,2009,0,1,1.722222222
6000000,Comedy,6670712,City Island,22.22222222,16,28.88888889,48.88888889,2120,104,7.4,90,28292,2009,1,2,2.2
7500000,Comedy,32391374,500 Days of Summer,1.162790698,0,72.09302326,26.74418605,6,95,7.7,86,407875,2009,0,1,23
0,Comedy,3205706,Another Year,21.05263158,210,27.63157895,51.31578947,20575,129,7.3,76,24862,2010,1,2,2.4375
4500000,Comedy,103280,The Romantics,21.79487179,10001,24.35897436,53.84615385,303,100,5.1,78,10547,2010,1,2,2.470588236
35000000,Comedy,37490007,The Back-up Plan,18.6440678,9,32.20338983,49.15254237,164,104,5.3,59,43272,2010,1,2,2.636363636
120000000,Comedy,30212620,How Do You Know,18.68131868,593,30.76923077,50.54945055,4538,100,5.4,91,37605,2010,1,2,2.705882353
20000000,Comedy,277943,The Tempest,19.1011236,1546,43.82022472,37.07865169,116,110,5.4,89,6589,2010,0,1,1.94117647
100000000,Comedy,148383780,Little Fockers,69.23076923,17,10.25641026,20.51282051,0,98,5.5,39,91634,2010,0,0,0.296296296
55000000,Comedy,32669555,When in Rome,12.72727273,2734,50.90909091,36.36363636,1148,91,5.6,55,53883,2010,0,1,2.857142856
52000000,Comedy,110485654,Valentine's Day,12.24489796,211,36.73469388,51.02040816,49199,125,5.7,49,100570,2010,1,2,4.166666666
0,Comedy,73026337,Dinner for Schmucks,24.70588235,4,41.17647059,34.11764706,2,114,5.9,85,84651,2010,0,1,1.380952381
0,Comedy,25517,Waiting for Forever,9.677419355,99,54.83870968,35.48387097,3254,100,6,62,18609,2010,0,1,3.666666667
80000000,Comedy,162001186,Grown Ups,13.20754717,11,43.39622642,43.39622642,409,102,6,53,194404,2010,0,0,3.285714286
19000000,Comedy,27758465,The Switch,26.2295082,3750,36.06557377,37.70491803,61402,100,6.1,61,83839,2010,1,2,1.4375
55000000,Comedy,98711404,Date Night,22.22222222,130,44.44444444,33.33333333,2550,88,6.3,9,135458,2010,0,1,1.5
40000000,Comedy,31011732,Morning Glory,9.302325581,16,55.81395349,34.88372093,1488,100,6.5,43,62536,2010,0,1,3.75
38000000,Comedy,53374681,Life as We Know It,18.05555556,19,40.27777778,41.66666667,150,100,6.6,72,103763,2010,1,2,2.307692307
8000000,Comedy,58401464,Easy A,17.97752809,6505,12.35955056,69.66292135,6344,92,7.1,89,301623,2010,1,2,3.875
8000000,Comedy,6350058,It's Kind of a Funny Story,1.149425287,0,3.448275862,95.40229885,14,101,7.1,87,116014,2010,1,2,83.00000003
15000000,Comedy,44671682,The Artist,15.06849315,724,28.76712329,56.16438356,80952,100,7.9,73,202820,2011,1,2,3.727272727
17000000,Comedy,56816662,Midnight in Paris,5,0,72.5,22.5,2,100,7.7,40,327869,2011,0,1,4.5
0,Comedy,9025107,Salmon Fishing in the Yemen,12,12,52,36,32,107,6.8,50,54890,2011,0,1,3
10000000,Comedy,46412041,The Best Exotic Marigold Hotel,2.777777778,0,6.944444444,90.27777778,25,124,7.3,72,80051,2011,1,2,32.5
70000000,Comedy,48475290,The Dilemma,22.3880597,95,31.34328358,46.26865672,1654,111,5.3,67,45768,2011,1,2,2.066666667
6600000,Comedy,37295394,Jumping the Broom,12.94117647,26,49.41176471,37.64705882,61,100,5.7,85,8399,2011,0,1,2.909090909
40000000,Comedy,33035397,Arthur,2.150537634,0,79.56989247,18.27956989,3282,110,5.7,93,47103,2011,0,1,8.5
56000000,Comedy,54544638,New Year's Eve,15.38461538,344,7.692307692,76.92307692,519,113,5.7,26,70914,2011,1,2,5.000000001
35000000,Comedy,39046489,Something Borrowed,20.87912088,0,38.46153846,40.65934066,452,100,5.9,91,51026,2011,1,2,1.947368421
24000000,Comedy,51802742,Footloose,18.94736842,8,49.47368421,31.57894737,14,113,5.9,95,40132,2011,0,1,1.666666667
30000000,Comedy,35608245,Larry Crowne,6.666666667,0,50,43.33333333,393,98,6.1,60,53606,2011,0,1,6.499999999
0,Comedy,203373,10 Years,17.74193548,8247,27.41935484,54.83870968,14680,100,6.1,62,20229,2011,1,2,3.090909092
0,Comedy,10011,A Little Bit of Heaven,54.92957746,10180,7.042253521,38.02816901,159,100,6.3,71,24736,2011,0,0,0.692307692
80000000,Comedy,103028109,Just Go with It,32.60869565,19912,21.73913043,45.65217391,1510,117,6.4,46,185840,2011,1,2,1.4
0,Comedy,15374,Take Me Home,17.80821918,5742,42.46575342,39.7260274,114810,97,6.9,73,6434,2011,0,1,2.230769231
50000000,Comedy,84351197,"Crazy, Stupid, Love.",81.25,2148,3.125,15.625,33,100,7.4,32,404694,2011,0,0,0.192307692
11000000,Comedy,18390117,Quartet,17.72151899,67,51.89873418,30.37974684,1591,94,6.8,79,16807,2012,0,1,1.714285714
11000000,Comedy,46500,LOL,7.070707071,1528,3.03030303,89.8989899,42878,97,4.3,99,47937,2012,1,2,12.71428571
20000000,Comedy,65653242,Madea's Witness Protection,14.28571429,0,57.14285714,28.57142857,2,100,4.9,14,7957,2012,0,1,1.999999999
16000000,Comedy,2964,Vamps,11.36363636,13,65.90909091,22.72727273,25,92,5.1,88,8112,2012,0,1,2.000000001
25000000,Comedy,30920167,Joyful Noise,6.493506494,0,64.93506494,28.57142857,6,100,5.7,77,7044,2012,0,1,4.399999999
35000000,Comedy,13101142,Playing for Keeps,32.65306122,568,26.53061224,40.81632653,465,105,5.7,49,25725,2012,1,2,1.25
40000000,Comedy,41152203,What to Expect When You're Expecting,1.030927835,0,65.97938144,32.98969072,6,110,5.7,97,61163,2012,0,1,32
40000000,Comedy,37134215,The Guilt Trip,41.66666667,673,30,28.33333333,81,95,5.8,60,32039,2012,0,0,0.68
0,Comedy,1378426,Girl Most Likely,16.12903226,24,7.52688172,76.34408602,11611,103,5.8,93,13157,2012,1,2,4.733333333
40000000,Comedy,18438149,A Thousand Words,10,0,60,30,4,91,5.9,10,33384,2012,0,1,3
75000000,Comedy,38518613,Rock of Ages,6.896551724,2,65.51724138,27.5862069,151,123,5.9,58,65550,2012,0,1,4.000000001
150000000,Comedy,79727149,Dark Shadows,58.02469136,265,11.11111111,30.86419753,176,113,6.2,81,213561,2012,0,0,0.531914894
30000000,Comedy,63536011,Hope Springs,20,17,50.52631579,29.47368421,44,100,6.3,95,36501,2012,0,1,1.473684211
12000000,Comedy,91547205,Think Like a Man,24,236,28,48,1331,100,6.6,75,36989,2012,1,2,2
0,Comedy,317190,Liberal Arts,11.9047619,648,54.76190476,33.33333333,5,97,6.7,42,31570,2012,0,1,2.800000001
2000000,Comedy,17061,The First Time,8,24,4,88,147581,95,6.9,75,55742,2012,1,2,11
2500000,Comedy,3325638,Robot & Frank,12.79069767,0,54.65116279,32.55813953,197,89,7.1,86,55671,2012,0,1,2.545454546
16000000,Comedy,12412386,People Like Us,29.33333333,642,20,50.66666667,3810,100,7.1,75,36565,2012,1,2,1.727272728
0,Comedy,4327763,Much Ado About Nothing,10.95890411,0,5.479452055,83.56164384,74,109,7.2,73,14679,2012,1,2,7.625
17000000,Comedy,65001093,Pitch Perfect,4.081632653,0,14.28571429,81.63265306,269,112,7.2,49,231932,2012,1,2,20
11000000,Comedy,3452117,What If,23.80952381,42398,40.47619048,35.71428571,17371,98,6.8,84,57422,2013,0,1,1.5
5000000,Comedy,44467206,Instructions Not Included,12.76595745,0,62.76595745,24.46808511,16,115,7.6,94,24412,2013,0,1,1.916666666
0,Comedy,2151202,Austenland,8.510638298,2,54.25531915,37.23404255,2,97,6.3,94,16374,2013,0,1,4.375
20000000,Comedy,32015787,Scary Movie 5,63.63636364,1072,17.04545455,19.31818182,4,88,3.5,88,54324,2013,0,0,0.303571429
80000000,Comedy,133668525,Grown Ups 2,19.58762887,0,50.51546392,29.89690722,14,101,5.4,97,117428,2013,0,1,1.526315789
50000000,Comedy,127352707,Anchorman 2: The Legend Continues,25,0,75,0,0,119,6.3,8,142452,2013,0,1,0
58000000,Comedy,44672764,The Internship,18.6440678,166,37.28813559,44.06779661,175,119,6.3,59,169189,2013,1,2,2.363636363
26000000,Comedy,30664106,Delivery Man,25,14,0,75,7335,105,6.4,8,65081,2013,1,2,3
40000000,Comedy,29807260,Grudge Match,13.54166667,6,37.5,48.95833333,26,113,6.4,96,50116,2013,1,2,3.615384614
28000000,Comedy,63914167,Last Vegas,12.90322581,785,41.93548387,45.16129032,388,105,6.6,93,114125,2013,1,2,3.499999999
35000000,Comedy,66380662,Warm Bodies,13.95348837,11,6.976744186,79.06976744,370,98,6.9,43,196631,2013,1,2,5.666666667
8000000,Comedy,17536788,Enough Said,25.71428571,3251,37.14285714,37.14285714,17199,93,7.1,70,52358,2013,0,0,1.444444445
5000000,Comedy,21501098,The Way Way Back,23.25581395,3700,36.04651163,40.69767442,841,103,7.4,86,124197,2013,1,2,1.75
18000000,Comedy,15155772,And So It Goes,31.25,4351,25,43.75,785,94,5.8,80,10327,2014,1,2,1.4
24000000,Comedy,65182182,Think Like a Man Too,36.20689655,724,18.96551724,44.82758621,614,106,5.8,58,16706,2014,1,2,1.238095238
0,Comedy,137945,The Last Five Years,20.93023256,1854,34.88372093,44.18604651,357,94,5.9,43,7557,2014,1,2,2.111111111
40000000,Comedy,83911193,The Other Woman,62.5,7546,10,27.5,4675,109,6,40,113167,2014,0,0,0.44
40000000,Comedy,46294610,Blended,19.58762887,6,38.1443299,42.26804124,1796,117,6.5,97,96218,2014,1,2,2.157894737
6000000,Comedy,11766,Barefoot,17.24137931,7532,43.10344828,39.65517241,64,90,6.6,58,19248,2014,0,1,2.3
16800000,Comedy,10506939,Magic in the Moonlight,4.494382022,0,5.617977528,89.88764045,326,97,6.6,89,53136,2014,1,2,20
0,Comedy,37047,Before We Go,21.21212121,1707,31.81818182,46.96969697,54358,95,6.9,66,34243,2014,1,2,2.214285715
13000000,Comedy,44134898,St. Vincent,10,2634,60,30,491,102,7.3,60,82653,2014,0,1,3
0,Comedy,3358518,Un hombre gruñón,0,0,100,0,0,116,7.7,5,25808,2015,0,1,0
0,Comedy,1162653,Miss You Already,13.51351351,12812,41.89189189,44.59459459,399,112,6.8,74,12743,2015,1,2,3.300000001
37000000,Comedy,20991497,Aloha,5.333333333,400,73.33333333,21.33333333,12683,105,5.4,75,46828,2015,0,1,4
0,Comedy,2254,Jenny's Wedding,11.94029851,0,44.7761194,43.28358209,11101,94,5.5,67,7852,2015,0,1,3.624999999
17000000,Comedy,26284475,Love the Coopers,3.448275862,6824,6.896551724,89.65517241,24710,107,5.7,58,13475,2015,1,2,26
18000000,Comedy,26822144,Ricki and the Flash,20.83333333,0,41.66666667,37.5,10,101,6,24,18428,2015,0,1,1.8
50000000,Comedy,150357137,Daddy's Home,9.090909091,0,48.48484848,42.42424242,4961,96,6.1,66,72842,2015,0,1,4.666666666
15000000,Comedy,42592530,Krampus,13.75,30,65,21.25,3915,98,6.2,80,44393,2015,0,1,1.545454545
3200000,Comedy,4265673,The Meddler,20,50,57.33333333,22.66666667,6,103,6.3,75,7979,2015,0,1,1.133333334
29000000,Comedy,184296230,Pitch Perfect 2,5.813953488,0,4.651162791,89.53488372,49,115,6.4,86,112447,2015,1,2,15.4
8500000,Comedy,34017854,The DUFF,27.27272727,3614,35.06493506,37.66233766,59969,101,6.5,77,60469,2015,1,2,1.380952381
0,Comedy,7425963,I'll See You in My Dreams,12.19512195,69,65.85365854,21.95121951,2,92,6.7,82,5282,2015,0,1,1.8
35000000,Comedy,75764672,The Intern,12.34567901,37,53.08641975,34.56790123,296,121,7.1,81,166416,2015,0,1,2.8
8000000,Comedy,6743776,Me and Earl and the Dying Girl,9.183673469,0,69.3877551,21.42857143,61,105,7.8,98,96689,2015,0,1,2.333333334
0,Comedy,3233839,Sing street; este es tu momento,66.66666667,4,33.33333333,0,0,106,8,3,58989,2016,0,0,0
22000000,Comedy,30080225,"Hail, Caesar!",19.44444444,0,50,30.55555556,46,106,6.3,36,94361,2016,0,1,1.571428572
50000000,Comedy,28848693,Zoolander 2,10.86956522,2,60.86956522,28.26086957,10,101,4.7,46,51053,2016,0,1,2.6
20000000,Comedy,73159525,Boo! A Madea Halloween,12.5,0,68.75,18.75,2,103,4.7,16,4640,2016,0,1,1.5
25000000,Comedy,32463917,Mother's Day,10,19462,31.42857143,58.57142857,14580,118,5.6,70,22504,2016,1,2,5.857142857
25000000,Comedy,3647836,Rules Don't Apply,32,253,40,28,1406,127,5.7,75,5192,2016,0,1,0.875
18000000,Comedy,59573085,My Big Fat Greek Wedding 2,6.666666667,0,56.66666667,36.66666667,6,94,6,30,22142,2016,0,1,5.5
17000000,Comedy,41715860,Almost Christmas,16.66666667,2,41.66666667,41.66666667,299,111,6,84,3366,2016,0,0,2.5
3800000,Comedy,1016872,The Hollars,10.81081081,0,67.56756757,21.62162162,12,88,6.5,37,7227,2016,0,1,2
30000000,Comedy,11103205,Café Society,10.46511628,10,66.27906977,23.25581395,72984,96,6.7,86,50826,2016,0,1,2.222222222
8000000,Comedy,685143,Mr. Church,18.55670103,31681,39.17525773,42.26804124,5080,104,7.7,97,18249,2016,1,2,2.277777778
30000000,Comedy,151101803,La La Land,10.84337349,434,61.44578313,27.71084337,483,128,8.2,83,308891,2016,0,1,2.555555556
0,Crime,1452402,Paradise Now,16.27906977,2725,54.65116279,29.06976744,267,90,7.5,86,20477,2005,0,1,1.785714285
50000000,Crime,48751189,Firewall,14.63414634,58,47.56097561,37.80487805,385,105,5.8,82,51779,2006,0,1,2.583333334
12000000,Crime,65328121,Step Up,29.48717949,4290,37.17948718,33.33333333,832,104,6.5,78,97712,2006,0,1,1.130434782
30000000,Crime,38432823,Gridiron Gang,10.41666667,0,44.79166667,44.79166667,29,125,6.9,96,35771,2006,0,0,4.299999999
20000000,Crime,1200234,Flawless,6.578947368,565,18.42105263,75,24181,108,6.8,76,20482,2007,1,2,11.4
30000000,Crime,20568319,The Invisible,6.451612903,19,61.29032258,32.25806452,154188,102,6.3,31,32253,2007,0,1,5.000000001
0,Crime,971561,Cassandra's Dream,9.302325581,73,62.79069767,27.90697674,630,108,6.7,43,46067,2007,0,1,3
85000000,Crime,117154724,Ocean's Thirteen,10.22727273,0,68.18181818,21.59090909,6,122,6.9,88,274708,2007,0,1,2.11111111
22000000,Crime,39263506,Lakeview Terrace,9.375,0,56.25,34.375,4,110,6.1,32,42915,2008,0,1,3.666666667
40000000,Crime,72266306,Vantage Point,7.142857143,2,35.71428571,57.14285714,164,90,6.6,84,132882,2008,1,2,7.999999999
35000000,Crime,81159365,21,4.651162791,3341,80.23255814,15.11627907,8450,123,6.8,86,201705,2008,0,1,3.25
