Budget,Genre,Gross,Name,Negative Percentage,Negative Retweets,Neutral Tweets,Positive Percentage,Positive Retweets,Runtime,Score,Tweets Analyzed,Votes,Year,SentClass2,SentClass3,SentRatio
5000000,Biography,2450846,Kill the Messenger,18.98734177,2,60.75949367,20.25316456,52,112,7,79,36607,2014,0,1,1.066666667
24000000,Biography,12096300,Foxcatcher,20,13,42.10526316,37.89473684,28,134,7,95,117034,2014,0,1,1.894736842
9600000,Biography,2541554,Conspiración y poder,2.127659574,52,95.74468085,2.127659574,0,125,6.8,47,14615,2015,0,1,1
0,Biography,667476,Born to Be Blue,5.454545455,0,65.45454545,29.09090909,13,97,6.9,55,5113,2015,0,1,5.333333333
30000000,Biography,1872994,Legend,14.28571429,929,48.57142857,37.14285714,7236,132,7,70,115765,2015,0,1,2.599999999
15000000,Biography,12706393,The Danish Girl,18.27956989,39524,58.06451613,23.65591398,30041,119,7.1,93,117432,2015,0,1,1.294117647
30000000,Biography,17750583,Steve Jobs,11.84210526,1375,72.36842105,15.78947368,1521,122,7.2,76,121579,2015,0,1,1.333333333
13000000,Biography,1646468,I Saw the Light,10.38961039,5,11.68831169,77.92207792,123,123,5.7,77,4460,2015,1,2,7.5
0,Biography,643557,The Stanford Prison Experiment,23.28767123,13,43.83561644,32.87671233,101,122,6.9,73,23757,2015,0,1,1.411764706
53000000,Biography,62575678,Black Mass,60.2739726,273,8.219178082,31.50684932,2867,123,6.9,73,140407,2015,0,0,0.522727273
0,Biography,2993669,The End of the Tour,10.41666667,1208,47.91666667,41.66666667,334,106,7.3,48,22192,2015,0,1,3.999999999
15000000,Biography,7857741,Trumbo,19.3877551,95554,44.89795918,35.71428571,247977,124,7.5,98,60593,2015,0,1,1.842105263
28000000,Biography,70259870,The Big Short,24.59016393,698,55.73770492,19.67213115,1685,130,7.8,61,260244,2015,0,1,0.8
28000000,Biography,161197785,Straight Outta Compton,7.216494845,0,5.154639175,87.62886598,19,147,7.9,97,146861,2015,1,2,12.14285714
40000000,Biography,67115062,Hasta el último hombre,1.265822785,0,94.93670886,3.797468354,4,139,8.2,79,263728,2016,0,1,2.999999999
9000000,Biography,13958679,Jackie,13.04347826,18,52.17391304,34.7826087,91764,100,6.8,23,50652,2016,0,1,2.666666667
0,Biography,938875,Neruda,1.666666667,14,91.66666667,6.666666667,45,107,7,60,5680,2016,0,1,3.999999999
0,Biography,2959288,Anthropoid,11.49425287,4,54.02298851,34.48275862,24,120,7.2,87,28589,2016,0,1,3.000000001
40000000,Biography,21587519,Snowden,8.219178082,85,61.64383562,30.1369863,28,134,7.3,73,92094,2016,0,1,3.666666667
28000000,Biography,15425870,The Infiltrator,10.95890411,4,53.42465753,35.61643836,1489,127,7,73,50194,2016,0,1,3.25
8500000,Biography,15858754,The Birth of a Nation,14.81481481,24,40.74074074,44.44444444,1852,120,6.3,27,14778,2016,1,2,3.000000001
0,Biography,320725,Chuck,17.33333333,3844,48,34.66666667,3159,98,6.5,75,1896,2016,0,1,2.000000001
35000000,Biography,23049575,Whiskey Tango Foxtrot,10.58823529,8,71.76470588,17.64705882,8,112,6.6,85,38907,2016,0,1,1.666666667
6000000,Biography,4847865,Bleed for This,35.61643836,261,34.24657534,30.1369863,74,117,6.8,73,15158,2016,0,0,0.846153846
700000,Comedy,356122,Trust,19.1011236,657,50.56179775,30.33707865,17331,107,7.5,89,7712,1990,0,1,1.588235294
15000000,Comedy,4485485,Flawless,6.578947368,565,18.42105263,75,24181,112,6.4,76,15402,1999,1,2,11.4
0,Comedy,55381,Beautiful Creatures,6.153846154,3,4.615384615,89.23076923,344,86,5.9,65,3150,2000,1,2,14.5
10000000,Comedy,12594698,The Matador,17.85714286,1748,45.23809524,36.9047619,10683,96,6.8,84,41498,2005,0,1,2.066666666
169000,Comedy,1618957,Keeping Mum,17.77777778,63046,21.11111111,61.11111111,114,99,6.8,90,29722,2005,1,2,3.4375
20000000,Comedy,11034436,Mrs Henderson Presents,7.692307692,0,15.38461538,76.92307692,2,103,7.1,13,14000,2005,1,2,10
0,Comedy,58116,Dirty Love,45.20547945,94,2.739726027,52.05479452,20896,91,3.5,73,6228,2005,1,2,1.151515152
3500000,Comedy,101228,Winter Passing,31.25,405,37.5,31.25,337,100,6.4,32,7539,2005,0,1,1
9000000,Comedy,18761993,The Upside of Anger,59.375,72,3.125,37.5,16,100,6.9,32,19715,2005,0,0,0.631578947
6800000,Comedy,49526,The Chumscrubber,22.22222222,0,11.11111111,66.66666667,10,108,7,9,16769,2005,1,2,3
2000000,Comedy,3885134,Me and You and Everyone We Know,7.142857143,0,39.28571429,53.57142857,303,91,7.3,28,32369,2005,1,2,7.5
15500000,Comedy,7774730,Criaturas rastreras,0,0,100,0,0,95,6.5,2,65460,2006,0,1,0
8000000,Comedy,298110,Mi mascota es un zombie,0,0,0,0,0,93,6.7,0,26072,2006,0,0,0
17000000,Comedy,275380,Southland Tales,10.34482759,9,39.08045977,50.57471264,80,145,5.5,87,33669,2006,1,2,4.888888887
6000000,Comedy,4663809,The Science of Sleep,27.5862069,172,31.03448276,41.37931034,2,105,7.3,29,63643,2006,1,2,1.5
13000000,Comedy,4857376,"Paris, je t'aime",1.538461538,0,81.53846154,16.92307692,4986,120,7.3,65,65342,2006,0,1,11
0,Comedy,12899867,Volver,1.234567901,0,96.2962963,2.469135802,0,121,7.6,81,81978,2006,0,1,2
0,Comedy,1004059,Fast Food Nation,13.79310345,6,14.94252874,71.26436782,23425,114,6.3,87,21699,2006,1,2,5.166666666
0,Comedy,136432,Severance,28.57142857,640,38.57142857,32.85714286,175,96,6.5,70,33173,2006,0,1,1.15
0,Comedy,2706659,The History Boys,26.47058824,54,29.41176471,44.11764706,99,109,6.9,34,18566,2006,1,2,1.666666666
0,Comedy,24942,Cashback,6.060606061,0,29.29292929,64.64646465,30,102,7.2,99,76132,2006,1,2,10.66666667
0,Comedy,4261350,Van Wilder 2: The Rise of Taj,0,0,50,50,0,97,4.8,2,20196,2006,0,0,0
1500000,Comedy,155873,Hatchet,18.29268293,257,43.90243902,37.80487805,6222,84,5.7,82,24641,2006,0,1,2.066666666
6500000,Comedy,13367101,Friends with Money,12.94117647,91,43.52941176,43.52941176,5369,88,5.8,85,21023,2006,0,0,3.363636363
0,Comedy,4613815,Let's Go to Prison,22.78481013,21,46.83544304,30.37974684,423,84,6,79,20852,2006,0,1,1.333333333
12000000,Comedy,6754898,Running with Scissors,14.44444444,136,46.66666667,38.88888889,10,122,6.2,90,20590,2006,0,1,2.692307693
17500000,Comedy,19185184,Beerfest,10.22727273,11,51.13636364,38.63636364,26,110,6.3,88,57005,2006,0,1,3.777777777
0,Comedy,233637,The Foot Fist Way,17.64705882,0,52.94117647,29.41176471,0,82,6.4,17,9799,2006,0,1,1.666666667
20000000,Comedy,11596143,The Last Kiss,20.89552239,1032,52.23880597,26.86567164,23,115,6.5,67,38919,2006,0,1,1.285714286
0,Comedy,69136,Behind the Mask: The Rise of Leslie Vernon,51.35135135,2,2.702702703,45.94594595,14,100,6.8,37,18107,2006,0,0,0.894736842
0,Comedy,6088249,Grandma's Boy,13.33333333,32,42.66666667,44,49497,94,7,75,70595,2006,1,2,3.300000001
18000000,Comedy,128505958,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,0,0,10,90,6,84,7.3,20,312878,2006,1,2,0
1000000,Comedy,316996,Wristcutters: A Love Story,2.173913043,1,4.347826087,93.47826087,281,88,7.4,46,48536,2006,1,2,43.00000001
5000000,Comedy,24138847,Clerks II,9.523809524,59,42.85714286,47.61904762,5577,97,7.4,42,119342,2006,1,2,5
8000000,Comedy,59891098,Little Miss Sunshine,58.62068966,1224,3.448275862,37.93103448,2,101,7.8,58,381001,2006,0,0,0.647058823
0,Comedy,4432981,2 Days in Paris,15.18987342,10,45.56962025,39.24050633,681,96,6.8,79,27948,2007,0,1,2.583333333
0,Comedy,221846,Eagle vs Shark,13.79310345,0,48.27586207,37.93103448,0,93,6.8,29,18012,2007,0,1,2.749999999
0,Comedy,347578,Teeth,14.45783133,36678,46.98795181,38.55421687,1812,94,5.4,83,36169,2007,0,1,2.666666666
0,Comedy,12550605,I Think I Love My Wife,6.097560976,0,14.63414634,79.26829268,407,94,5.5,82,14233,2007,1,2,13
25000000,Comedy,34925283,Good Luck Chuck,4.210526316,15,8.421052632,87.36842105,652,101,5.6,95,77598,2007,1,2,20.75
0,Comedy,9397,Smiley Face,14.1025641,33,53.84615385,32.05128205,329,85,5.8,78,14615,2007,0,1,2.272727273
60000000,Comedy,36787257,The Heartbreak Kid,16.66666667,4,51.04166667,32.29166667,7,116,5.8,96,75859,2007,0,1,1.9375
10000000,Comedy,20342161,Reno 911!: Miami,11.11111111,0,55.55555556,33.33333333,0,100,5.9,9,24543,2007,0,1,3
20000000,Comedy,18882880,Georgia Rule,18.82352941,63,56.47058824,24.70588235,7,100,5.9,85,21482,2007,0,1,1.3125
3500000,Comedy,3735303,Then She Found Me,23.37662338,29,33.76623377,42.85714286,69,100,6,77,8895,2007,1,2,1.833333333
5000000,Comedy,23563,Sex and Death 101,100,0,0,0,0,117,6,1,9860,2007,0,0,0
10000000,Comedy,1959420,Margot at the Wedding,12,0,60,28,0,93,6.1,25,16620,2007,0,1,2.333333333
35000000,Comedy,18317151,Walk Hard: The Dewey Cox Story,72.30769231,4,1.538461538,26.15384615,2,96,6.7,65,58230,2007,0,0,0.361702128
6000000,Comedy,712391,Rocket Science,33.33333333,389,42.85714286,23.80952381,10,101,6.7,21,12086,2007,0,1,0.714285714
12000000,Comedy,3950294,Charlie Bartlett,7.228915663,0,53.01204819,39.75903614,11,97,7,83,58595,2007,0,1,5.499999999
30000000,Comedy,148734225,Knocked Up,28,141,33.33333333,38.66666667,1066,129,7,75,313748,2007,1,2,1.380952381
0,Comedy,6610326,The Savages,26.08695652,298,41.30434783,32.60869565,233,114,7.2,46,33132,2007,0,1,1.25
9000000,Comedy,8579684,Death at a Funeral,20,85,45.45454545,34.54545455,46,87,7.4,55,95249,2007,0,1,1.727272728
9000000,Comedy,8579684,Death at a Funeral,14.54545455,77,47.27272727,38.18181818,47,87,7.4,55,95249,2007,0,1,2.624999999
20000000,Comedy,121463226,Superbad,9.782608696,0,60.86956522,29.34782609,60,113,7.6,92,450691,2007,0,1,3
28000000,Comedy,67294270,Un par nada ejemplar,33.33333333,0,66.66666667,0,0,99,6.9,3,202096,2008,0,1,0
6000000,Comedy,2077116,The Wackness,14,21689,32,54,77199,99,7,100,28052,2008,1,2,3.857142857
0,Comedy,3494485,Happy-Go-Lucky,2.898550725,7,8.695652174,88.4057971,943,118,7,69,33585,2008,1,2,30.5
15000000,Comedy,7757130,In Bruges,8.333333333,1,55.95238095,35.71428571,6,107,7.9,84,328223,2008,0,1,4.285714285
6500000,Comedy,4693919,College,12.19512195,444,56.09756098,31.70731707,548,100,4.6,82,11342,2008,0,1,2.6
6000000,Comedy,36497,"Surfer, Dude",21.50537634,50,36.55913978,41.93548387,22,100,4.7,93,7678,2008,1,2,1.95
48000000,Comedy,64506874,The Happening,29.21348315,1445,29.21348315,41.57303371,6431,91,5,89,173949,2008,1,2,1.423076923
0,Comedy,6537,Pretty Ugly People,63.73626374,127,5.494505495,30.76923077,50706,99,5,91,1567,2008,0,0,0.482758621
65000000,Comedy,152647258,Sex and the City,17.89473684,10,57.89473684,24.21052632,33,145,5.5,95,104063,2008,0,1,1.352941177
25000000,Comedy,1090947,What Just Happened,34.04255319,1039,40.42553191,25.53191489,648,104,5.7,47,24511,2008,0,1,0.75
55000000,Comedy,33472850,Semi-Pro,16.12903226,5,43.5483871,40.32258065,165,91,5.8,62,70423,2008,0,1,2.5
40000000,Comedy,19219250,My Best Friend's Girl,0,0,8.791208791,91.20879121,105,101,5.9,91,38869,2008,1,2,0
14700000,Comedy,1585859,"New York, I Love You",14.28571429,49,3.174603175,82.53968254,4879,103,6.3,63,41273,2008,1,2,5.777777776
0,Comedy,15542,Good Dick,13.88888889,33,2.777777778,83.33333333,10136,86,6.4,36,6977,2008,1,2,5.999999999
9000000,Comedy,4881867,Hamlet 2,14.89361702,14,58.5106383,26.59574468,9724,92,6.4,94,15574,2008,0,1,1.785714286
3000000,Comedy,2926565,Choke,18.94736842,98,55.78947368,25.26315789,2940,92,6.5,95,29460,2008,0,1,1.333333333
0,Comedy,12081447,Soul Men,20,14,37.5,42.5,16246,100,6.5,80,8179,2008,1,2,2.125
24000000,Comedy,31457946,Zack and Miri Make a Porno,6.451612903,0,45.16129032,48.38709677,64,101,6.6,31,156855,2008,1,2,7.5
8000000,Comedy,12062558,Sunshine Cleaning,13.04347826,0,30.43478261,56.52173913,31,91,6.9,92,63616,2008,1,2,4.333333334
65000000,Comedy,100468793,Step Brothers,12.37113402,1,47.42268041,40.20618557,1101,98,6.9,97,227558,2008,0,1,3.25
37000000,Comedy,60355347,Burn After Reading,9.090909091,4,62.62626263,28.28282828,21,96,7,99,264758,2008,0,1,3.111111111
30000000,Comedy,63172463,Forgetting Sarah Marshall,13.68421053,2,49.47368421,36.84210526,20,111,7.2,95,230079,2008,0,1,2.692307691
21000000,Comedy,3081925,"Synecdoche, New York",5.333333333,0,5.333333333,89.33333333,17,124,7.5,75,63483,2008,1,2,16.75
3500000,Comedy,44462,Defendor,10.16949153,3,69.49152542,20.33898305,6,101,6.8,59,32840,2009,0,1,1.999999999
50000000,Comedy,7994115,Pirate Radio,5.479452055,0,54.79452055,39.7260274,11650,135,7.4,73,95825,2009,0,1,7.25
4000000,Comedy,101740,Survival of the Dead,48.93617021,25,19.14893617,31.91489362,26,90,4.9,94,18336,2009,0,0,0.652173913
6000000,Comedy,4542775,Miss March,19.79166667,27,46.875,33.33333333,2598,90,5,96,19111,2009,0,1,1.684210526
16000000,Comedy,16204793,Jennifer's Body,12.12121212,0,54.54545455,33.33333333,14,102,5.1,33,98187,2009,0,1,2.75
0,Comedy,1425993,I Hope They Serve Beer in Hell,2.941176471,0,58.82352941,38.23529412,205,105,5.3,34,7631,2009,0,1,13
18000000,Comedy,23993605,Observe and Report,16.66666667,12671,55.55555556,27.77777778,39117,86,5.8,72,54428,2009,0,1,1.666666666
0,Comedy,15102127,"The Goods: Live Hard, Sell Hard",78.57142857,8,0,21.42857143,0,89,5.8,14,18361,2009,0,0,0.272727273
0,Comedy,249590,Spread,16.21621622,4967,36.48648649,47.2972973,55304,97,5.9,74,34153,2009,1,2,2.916666666
8000000,Comedy,100503,The Good Guy,21.51898734,3502,15.18987342,63.29113924,3939,100,5.9,79,8288,2009,1,2,2.941176471
8000000,Comedy,10814185,Extract,16.88311688,2503,46.75324675,36.36363636,542,92,6.2,77,39493,2009,0,1,2.153846154
25000000,Comedy,32416109,The Men Who Stare at Goats,15.29411765,7,64.70588235,20,9,94,6.2,85,114722,2009,0,1,1.307692307
75000000,Comedy,51855045,Funny People,16,4155,6.666666667,77.33333333,89734,146,6.3,75,104307,2009,1,2,4.833333333
15000000,Comedy,4360548,Solitary Man,37.5,64,36.11111111,26.38888889,1034,90,6.4,72,14100,2009,0,0,0.703703704
18000000,Comedy,15281286,Youth in Revolt,11.53846154,0,34.61538462,53.84615385,88,90,6.5,52,67707,2009,1,2,4.666666666
38000000,Comedy,88915214,The Ugly Truth,65.95744681,1864,14.89361702,19.14893617,4443,96,6.5,47,175985,2009,0,0,0.290322581
0,Comedy,41588,The Slammin' Salmon,17.64705882,0,58.82352941,23.52941176,0,100,6.5,17,11324,2009,0,1,1.333333333
22000000,Comedy,33313582,The Informant!,14.08450704,2,43.66197183,42.25352113,51,108,6.5,71,55457,2009,0,1,3.000000001
85000000,Comedy,112735375,It's Complicated,33.92857143,30,19.64285714,46.42857143,34808,100,6.6,56,74245,2009,1,2,1.368421053
22000000,Comedy,723714,Middle Men,39.3258427,33,30.33707865,30.33707865,14565,105,6.6,89,33978,2009,0,0,0.771428571
0,Comedy,15388,Paper Man,41.37931034,197,31.03448276,27.5862069,393,110,6.6,87,16398,2009,0,0,0.666666667
0,Comedy,400654,Today's Special,8.333333333,50,5.555555556,86.11111111,3247,99,6.7,36,4749,2009,1,2,10.33333333
0,Comedy,77126,Mystery Team,38.75,534,32.5,28.75,1531,97,6.8,80,7956,2009,0,0,0.741935484
0,Comedy,16025394,Adventureland,10.81081081,4,50,39.18918919,12,100,6.8,74,139072,2009,0,1,3.625
0,Comedy,221210,World's Greatest Dad,6.976744186,22,25.58139535,67.44186047,2466,99,6.9,43,33634,2009,1,2,9.666666667
40000000,Comedy,71440011,"I Love You, Man",16,37,6,78,32495,105,7,50,174712,2009,1,2,4.875
7000000,Comedy,9190525,A Serious Man,64.1025641,561,5.128205128,30.76923077,678,106,7,39,110208,2009,0,0,0.48
17000000,Comedy,9451946,Away We Go,24.41860465,2008,48.8372093,26.74418605,107444,98,7.1,86,47589,2009,0,1,1.095238095
35000000,Comedy,277322503,The Hangover,24.44444444,55,37.77777778,37.77777778,114,100,7.8,90,622881,2009,0,0,1.545454546
0,Comedy,223838,Tucker and Dale vs Evil,77.27272727,38,6.818181818,15.90909091,14,89,7.6,88,140517,2010,0,0,0.205882353
500000,Comedy,98017,Rubber,22.07792208,403,44.15584416,33.76623377,916,82,5.8,77,28442,2010,0,1,1.529411765
0,Comedy,40029,The Last Circus,24.28571429,47129,37.14285714,38.57142857,570,107,6.6,70,11108,2010,1,2,1.588235294
10000000,Comedy,4833,Burke and Hare,5.376344086,0,78.49462366,16.12903226,12,91,6.2,93,17228,2010,0,1,3
0,Comedy,560101,Tamara Drewe,0,0,66.66666667,33.33333333,2,107,6.2,9,18147,2010,0,1,0
0,Comedy,304137,Four Lions,0,0,0,100,11363,97,7.3,4,61262,2010,1,2,0
0,Comedy,466702,Submarine,18.36734694,65,53.06122449,28.57142857,1017,97,7.3,49,72965,2010,0,1,1.555555555
100000000,Comedy,95347692,Sex and the City 2,23.23232323,5,50.50505051,26.26262626,28,146,4.4,99,63699,2010,0,1,1.130434783
0,Comedy,10822,Elektra Luxx,0,0,0,0,0,100,5.1,0,6197,2010,0,0,0
800000,Comedy,62000,Hatchet II,0,0,0,100,2,85,5.5,3,10103,2010,1,2,0
24000000,Comedy,25003155,Piranha 3D,9.302325581,2,59.30232558,31.39534884,10,88,5.5,86,76489,2010,0,1,3.375
20000000,Comedy,42739347,Death at a Funeral,20,85,45.45454545,34.54545455,46,92,5.7,55,38627,2010,0,1,1.727272728
20000000,Comedy,42739347,Death at a Funeral,14.54545455,77,47.27272727,38.18181818,47,92,5.7,55,38627,2010,0,1,2.624999999
0,Comedy,85789,A Little Help,41.37931034,1685,22.4137931,36.20689655,1981,100,5.7,58,2787,2010,0,0,0.875
12000000,Comedy,101882,Henry's Crime,31.37254902,467,31.37254902,37.25490196,3418,108,6,51,16513,2010,1,2,1.1875
0,Comedy,4216789,Greenberg,13.58024691,184,43.20987654,43.20987654,467,107,6.1,81,31477,2010,0,0,3.181818182
0,Comedy,408719,I'm Still Here,24.48979592,817,35.71428571,39.79591837,597,108,6.2,98,17059,2010,1,2,1.625
7000000,Comedy,7455447,Cyrus,7.317073171,2,60.97560976,31.70731707,8821,91,6.3,41,31320,2010,0,1,4.333333333
7000000,Comedy,1768416,Somewhere,21.97802198,3156,42.85714286,35.16483516,27828,97,6.3,91,38036,2010,0,1,1.6
22000000,Comedy,3247816,You Will Meet a Tall Dark Stranger,100,0,0,0,0,100,6.3,5,39014,2010,0,0,0
32000000,Comedy,17804299,Going the Distance,35.16483516,37,20.87912088,43.95604396,250,100,6.3,91,52508,2010,1,2,1.25
5000000,Comedy,2711210,Everything Must Go,15.05376344,5,39.78494624,45.16129032,857,97,6.4,93,43290,2010,1,2,3
20000000,Comedy,31584722,She's Out of My League,11.25,0,48.75,40,54,100,6.4,80,107464,2010,0,1,3.555555556
36000000,Comedy,50287556,Hot Tub Time Machine,9.278350515,6,4.12371134,86.59793814,19,101,6.4,97,145648,2010,1,2,9.333333333
0,Comedy,60974475,Get Him to the Greek,3.571428571,0,57.14285714,39.28571429,316,109,6.4,84,153864,2010,0,1,11
4000000,Comedy,53630,Dirty Girl,64.70588235,217,17.64705882,17.64705882,176,90,6.5,34,9432,2010,0,0,0.272727273
65000000,Comedy,100539043,Due Date,57.14285714,1169,12.24489796,30.6122449,530,95,6.6,49,287021,2010,0,0,0.535714286
30000000,Comedy,32367005,Love & Other Drugs,5.479452055,1631,6.849315068,87.67123288,3446,112,6.7,73,154701,2010,1,2,16
0,Comedy,215576,Happythankyoumoreplease,23.07692308,0,53.84615385,23.07692308,0,100,6.8,13,27342,2010,0,1,1
500000,Comedy,48430,The Perfect Host,10.98901099,26,6.593406593,82.41758242,348,100,6.8,91,21832,2010,1,2,7.5
2500000,Comedy,322157,Super,6.12244898,458,31.63265306,62.24489796,10056,100,6.8,98,65689,2010,1,2,10.16666667
3500000,Comedy,20811365,The Kids Are All Right,18.66666667,1,8,73.33333333,2719,106,7.1,75,115520,2010,1,2,3.928571428
7000000,Comedy,382946,Hesher,17,7535,35,48,87029,106,7.1,100,46153,2010,1,2,2.823529412
3200000,Comedy,5790894,Beginners,9.523809524,19,50,40.47619048,10306,105,7.2,84,78833,2010,0,1,4.25
0,Comedy,1237514,Take This Waltz,5.263157895,0,74.73684211,20,11,116,6.6,95,24105,2011,0,1,3.8
6000000,Comedy,5359774,The Guard,19.75308642,128,37.03703704,43.20987654,6444,100,7.3,81,69465,2011,1,2,2.1875
0,Comedy,142242,This Must Be the Place,37.5,38,35.41666667,27.08333333,5,118,6.7,48,28083,2011,0,0,0.722222222
0,Comedy,1201,Chalet Girl,16.39344262,10,52.45901639,31.14754098,0,100,6.3,61,20389,2011,0,1,1.9
0,Comedy,1800000,Hysteria,22.85714286,16354,45.71428571,31.42857143,611,100,6.7,70,27231,2011,0,1,1.375
0,Comedy,36000,The Inbetweeners Movie,7.142857143,0,52.38095238,40.47619048,0,97,6.8,42,68128,2011,0,1,5.666666667
0,Comedy,30538669,The Sitter,24.3902439,8,32.92682927,42.68292683,23997,81,5.7,82,62890,2011,1,2,1.75
20000000,Comedy,100292856,Bad Teacher,75.86206897,12130,6.896551724,17.24137931,139,92,5.7,29,169725,2011,0,0,0.227272727
0,Comedy,539896,"Peace, Love, & Misunderstanding",0,0,22.22222222,77.77777778,71,96,5.9,9,6655,2011,1,2,0
36000000,Comedy,45060734,Hall Pass,14.58333333,208,44.79166667,40.625,123,105,5.9,96,108256,2011,0,1,2.785714286
20000000,Comedy,14008193,What's Your Number?,10.71428571,14,35.71428571,53.57142857,90,106,6.1,56,63448,2011,1,2,5.000000002
0,Comedy,154604,A Good Old Fashioned Orgy,0,0,0,100,1,95,6.2,9,18896,2011,1,2,0
0,Comedy,70931,Butter,18.55670103,133,49.48453608,31.95876289,259385,100,6.2,97,18293,2011,0,1,1.722222222
10000000,Comedy,7250054,Friends with Kids,12.35955056,16,30.33707865,57.30337079,12303,107,6.2,89,37719,2011,1,2,4.636363637
25000000,Comedy,70662220,No Strings Attached,17.24137931,9,43.67816092,39.08045977,52,108,6.2,87,181844,2011,0,1,2.266666667
45000000,Comedy,13100042,The Rum Diary,17.5,11,57.5,25,27,120,6.2,40,90562,2011,0,1,1.428571429
0,Comedy,6857503,Cedar Rapids,13.18681319,1,45.05494505,41.75824176,36,87,6.3,91,33701,2011,0,1,3.166666666
12000000,Comedy,16311571,Young Adult,12.19512195,63,7.317073171,80.48780488,705,94,6.3,41,68120,2011,1,2,6.600000001
23000000,Comedy,6923891,Take Me Home Tonight,12.19512195,47,59.75609756,28.04878049,7,100,6.3,82,46068,2011,0,1,2.3
52000000,Comedy,37081475,The Change-Up,13.33333333,0,36.66666667,50,1360,112,6.3,60,144130,2011,1,2,3.750000001
5000000,Comedy,24814830,Our Idiot Brother,52.72727273,6,21.81818182,25.45454545,42,90,6.4,55,77870,2011,0,0,0.482758621
30000000,Comedy,18298649,Fright Night,22.22222222,14,41.66666667,36.11111111,281,106,6.4,72,89412,2011,0,1,1.625
80000000,Comedy,254464305,The Hangover Part II,4.347826087,1,78.26086957,17.39130435,17,102,6.5,23,402097,2011,0,1,4
35000000,Comedy,55802754,Friends with Benefits,11.9047619,278,58.33333333,29.76190476,154,109,6.6,84,292555,2011,0,1,2.500000001
0,Comedy,4168144,Goon,9.89010989,2,69.23076923,20.87912088,16652,92,6.8,91,75386,2011,0,1,2.111111111
32500000,Comedy,169106725,Bridesmaids,0,0,0,100,14819,125,6.8,4,232190,2011,1,2,0
35000000,Comedy,117538559,Horrible Bosses,89.01098901,10,3.296703297,7.692307692,15,106,6.9,91,375032,2011,0,0,0.086419753
0,Comedy,122029,God Bless America,5.357142857,1444,51.78571429,42.85714286,1726,105,7.2,56,63198,2011,0,1,8.000000001
20000000,Comedy,82584160,The Descendants,17.24137931,75,44.82758621,37.93103448,294,115,7.3,58,213733,2011,0,1,2.2
8000000,Comedy,35014192,50/50,5.434782609,85612,80.43478261,14.13043478,2385,100,7.7,92,285675,2011,0,1,2.599999999
0,Comedy,9222,If I Were You,24.17582418,745,30.76923077,45.05494505,8386,115,7,91,1410,2012,1,2,1.863636363
0,Comedy,1631306,Todo lo que necesitas es amor,0,0,98.75,1.25,37,116,6.6,80,11049,2012,0,1,0
0,Comedy,354244,En la casa,2.298850575,266,93.10344828,4.597701149,5364,105,7.4,87,24809,2012,0,1,2
15000000,Comedy,15024049,Seven Psychopaths,10.1010101,33,60.60606061,29.29292929,0,110,7.2,99,200857,2012,0,1,2.9
5000000,Comedy,376512,Piranha 3DD,10.52631579,0,68.42105263,21.05263158,0,83,3.8,19,34111,2012,0,1,2
26350000,Comedy,20998,Lay the Favorite,4.347826087,2,5.797101449,89.85507246,4499,94,4.8,69,9388,2012,1,2,20.66666667
3000000,Comedy,447954,Bachelorette,18.75,41,50,31.25,559,87,5.3,96,39857,2012,0,1,1.666666667
3000000,Comedy,200803,Tim and Eric's Billion Dollar Movie,8.333333333,0,83.33333333,8.333333333,0,93,5.3,12,8478,2012,0,1,1
6000000,Comedy,5895238,Casa de mi Padre,0,0,88.57142857,11.42857143,2,100,5.5,35,18126,2012,0,1,0
0,Comedy,17225675,Wanderlust,8.421052632,2304,68.42105263,23.15789474,8637,98,5.6,95,65388,2012,0,1,2.75
70000000,Comedy,36931089,That's My Boy,19.35483871,19,38.70967742,41.93548387,3477,116,5.6,62,76035,2012,1,2,2.166666667
0,Comedy,3755,Save the Date,10,385,57.5,32.5,246,97,5.8,40,6241,2012,0,1,3.25
850000,Comedy,1243961,"For a Good Time, Call...",21.15384615,73,9.615384615,69.23076923,50,88,6,52,14242,2012,1,2,3.272727273
95000000,Comedy,86907746,The Campaign,20.83333333,1186,48.61111111,30.55555556,22684,85,6.1,72,112145,2012,0,1,1.466666667
7000000,Comedy,113721571,Magic Mike,9.574468085,7,9.574468085,80.85106383,70,110,6.1,94,115818,2012,1,2,8.444444445
30000000,Comedy,28835528,The Five-Year Engagement,0,0,53.33333333,46.66666667,24,124,6.2,15,83021,2012,0,1,0
35000000,Comedy,67544505,This Is 40,35.21126761,113,25.35211268,39.43661972,14339,134,6.2,71,109844,2012,1,2,1.12
0,Comedy,16685867,To Rome with Love,6.52173913,4,26.08695652,67.39130435,26164,112,6.3,46,73659,2012,1,2,10.33333333
65000000,Comedy,59650222,The Dictator,28.125,1424,42.1875,29.6875,2697,83,6.4,64,230068,2012,0,1,1.055555556
0,Comedy,141307,John Dies at the End,15.71428571,0,55.71428571,28.57142857,2586,99,6.4,70,32210,2012,0,1,1.818181819
0,Comedy,1059239,Thanks for Sharing,4.04040404,1,8.080808081,87.87878788,103,112,6.4,99,22269,2012,1,2,21.75
15000000,Comedy,3301046,Stand Up Guys,23.91304348,26,30.43478261,45.65217391,297,100,6.5,92,47799,2012,1,2,1.909090909
